0,1.3276785e-08,0.00012540024,0.00028591426,0.9993862,0.00015466148,4.5884837e-05,1.9634629e-07,9.0389443e-07,6.533617e-08,6.6893136e-07,2.1529313e-08
1,2.5571074e-08,4.6747086e-09,4.4634296e-09,3.3605154e-09,1.4264678e-08,0.9999999,1.2763278e-09,1.2054777e-08,6.328274e-08,2.1867124e-09,5.8081476e-08
2,1.8467328e-12,1.7222361e-10,7.177801e-11,7.304682e-08,0.9999999,2.0693112e-09,7.3650974e-10,5.9247644e-14,3.4135786e-13,1.04196235e-10,3.7455572e-10
3,0.9999994,3.7510674e-14,3.483865e-10,1.9534594e-13,8.656457e-15,1.2311694e-09,7.9689096e-11,2.166508e-11,2.7184413e-11,5.474931e-07,3.8014641e-10
4,9.27071e-10,1.7197155e-16,6.451912e-07,1.461076e-14,1.8875873e-14,4.4685162e-11,2.2158543e-08,1.2463468e-10,3.1822814e-10,0.9999993,6.9646693e-12
5,6.877058e-09,9.8221316e-09,0.99999964,1.2308097e-14,1.6117298e-11,2.8573801e-08,2.2637409e-10,1.02254996e-13,2.9969956e-07,4.0528048e-09,1.2124436e-08
6,2.964869e-17,2.5010785e-21,8.51797e-14,5.6873975e-26,5.0404723e-16,9.3933255e-12,4.705335e-14,5.287082e-14,1.0,2.333315e-15,2.7639655e-15
7,1.8153795e-08,6.375697e-12,0.99999857,1.53515e-14,2.144248e-12,5.811988e-07,7.781657e-12,2.5409115e-14,8.349389e-07,8.410653e-09,1.1575451e-08
8,1.0583254e-12,2.879064e-10,1.2754111e-12,5.079546e-10,1.0,3.2697373e-11,2.712514e-10,4.021239e-15,1.9583915e-14,5.401608e-12,1.08563124e-10
9,1.0,2.6797857e-15,2.5108552e-12,2.0926845e-14,2.7822756e-16,9.2623166e-11,1.8213214e-10,4.629122e-12,1.2730894e-13,7.917671e-12,1.7553939e-10
10,2.777601e-14,7.2076387e-11,4.522291e-13,1.9228997e-07,0.99999976,1.7740658e-12,6.088758e-11,3.080038e-16,1.1344155e-15,3.411614e-12,2.4177589e-11
11,7.498927e-13,3.3381815e-13,1.8216059e-10,0.9999999,1.7643369e-07,1.989188e-12,1.2707962e-10,6.0235255e-16,3.7861282e-16,1.2429033e-13,1.4320549e-10
12,2.9262335e-09,0.9999864,1.165316e-05,1.2444457e-12,1.1988879e-15,6.797334e-11,3.0474578e-10,6.7819116e-07,3.3429456e-10,9.344544e-07,3.077997e-07
13,5.514152e-14,8.706934e-15,1.2076796e-09,1.4508711e-18,4.0876495e-12,9.213255e-09,7.5556933e-10,1.2437051e-09,1.0,3.6688937e-12,1.9616244e-11
14,5.515611e-09,0.9999646,3.525625e-05,4.0278256e-09,2.3041874e-13,1.15410306e-10,2.260317e-11,1.4212243e-07,7.7374007e-10,2.5822679e-08,7.207341e-08
15,1.6232772e-08,3.3557768e-12,9.376806e-15,5.913065e-15,5.206576e-09,9.099462e-08,2.3583363e-10,9.196744e-14,5.9822314e-11,1.7383487e-09,0.9999999
16,8.264918e-09,3.3279126e-18,4.4380148e-16,2.0842566e-13,5.1171746e-08,1.2355774e-11,1.0309964e-14,4.182481e-22,6.832185e-18,5.2013997e-11,1.0
17,5.105203e-07,3.214894e-08,1.3109303e-06,6.7724864e-07,3.155471e-06,0.9999938,1.6704416e-07,1.912939e-08,6.143417e-08,1.3585128e-07,1.0479608e-07
18,9.84896e-13,1.4247329e-08,1.00392764e-10,0.99999213,7.829152e-06,2.3312877e-10,7.868804e-11,1.0737871e-11,7.064257e-14,7.102394e-11,3.554409e-10
19,1.4393512e-08,1.945581e-09,1.0767209e-09,8.836565e-10,1.0522723e-09,1.567923e-09,2.3288232e-08,1.990613e-10,1.0646908e-12,0.99999976,1.666429e-07
20,8.0901445e-11,8.8601036e-11,0.99999595,5.867464e-11,1.4906272e-10,4.3723676e-07,1.137392e-08,9.288099e-13,1.363308e-06,2.3254036e-06,4.3706638e-10
21,1.9187912e-14,1.9200481e-09,9.125464e-11,0.99999964,3.621575e-07,1.0715087e-13,7.0417973e-12,7.932622e-15,4.105039e-16,1.9711352e-11,1.801455e-10
22,9.641622e-07,1.8785025e-09,1.0739252e-09,3.8524555e-11,4.817835e-07,1.2342792e-07,5.4398347e-10,3.5850473e-14,9.643648e-12,6.7310583e-07,0.99999774
